database,ambition_view,Region,metric,label,unit,Pathway,n,median
SCI-vetted,2C,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,147.26399468924842
SCI-vetted,2C,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,63,116.96677870146479
SCI-vetted,2C,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,284.97892110322886
SCI-vetted,2C,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,63,232.9377771183036
SCI-vetted,2C,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,291.2435433002147
SCI-vetted,2C,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,63,238.2296176008751
SCI-vetted,2C,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,17.627539724241156
SCI-vetted,2C,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,64,25.237967328071136
SCI-vetted,2C,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,7.403305743754164
SCI-vetted,2C,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,64,9.872460319119828
SCI-vetted,2C,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,1.4801648479928384
SCI-vetted,2C,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,64,1.3371764196528733
SCI-vetted,2C,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,1964.396953563206
SCI-vetted,2C,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,64,3320.6681220376754
SCI-vetted,2C,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,286.8720224832836
SCI-vetted,2C,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,64,855.9167624814107
SCI-vetted,2C,R10REF_ECON,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,744.0889198404
SCI-vetted,2C,R10REF_ECON,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,64,1143.6474166857793
SCI-vetted,2C,R10REF_ECON,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,761.7164595646412
SCI-vetted,2C,R10REF_ECON,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,64,1171.1827517179818
SCI-vetted,2C,R10REST_ASIA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,2.869141349045725
SCI-vetted,2C,R10REST_ASIA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,64,5.0374157006285625
SCI-vetted,2C,R10REST_ASIA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,1.9749613155494572
SCI-vetted,2C,R10REST_ASIA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,64,3.780293866504265
SCI-vetted,2C,R10REST_ASIA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,0.20794615527388724
SCI-vetted,2C,R10REST_ASIA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,64,0.22841315593411382
SCI-vetted,2C,R10REST_ASIA,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,3245.850916107744
SCI-vetted,2C,R10REST_ASIA,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,64,6705.376521996612
SCI-vetted,2C,R10REST_ASIA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,109.79274960197439
SCI-vetted,2C,R10REST_ASIA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,64,229.16419793217494
SCI-vetted,2C,R10REST_ASIA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,167.555927007422
SCI-vetted,2C,R10REST_ASIA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,64,332.3511066655799
SCI-vetted,2C,R10REST_ASIA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,170.39731810769538
SCI-vetted,2C,R10REST_ASIA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,64,338.55479986105365
SCI-vetted,All ambitions pooled,Aggregated R10 regions,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,4.967776602822528
SCI-vetted,All ambitions pooled,Aggregated R10 regions,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,69,5.955550692157646
SCI-vetted,All ambitions pooled,Aggregated R10 regions,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,3.3708295694328987
SCI-vetted,All ambitions pooled,Aggregated R10 regions,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,69,4.96680719166422
SCI-vetted,All ambitions pooled,Aggregated R10 regions,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,0.4358319282444745
SCI-vetted,All ambitions pooled,Aggregated R10 regions,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,69,0.3366603455481541
SCI-vetted,All ambitions pooled,Aggregated R10 regions,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,54677.07658158532
SCI-vetted,All ambitions pooled,Aggregated R10 regions,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,69,75430.13729937153
SCI-vetted,All ambitions pooled,Aggregated R10 regions,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,187.93304199310523
SCI-vetted,All ambitions pooled,Aggregated R10 regions,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,69,308.61802919229706
SCI-vetted,All ambitions pooled,Aggregated R10 regions,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,69,345.82779201058156
SCI-vetted,All ambitions pooled,Aggregated R10 regions,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,69,416.96191741661715
SCI-vetted,All ambitions pooled,Aggregated R10 regions,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,69,350.7392575320401
SCI-vetted,All ambitions pooled,Aggregated R10 regions,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,69,423.27276987230044
SCI-vetted,All ambitions pooled,R10AFRICA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,2.418398651474482
SCI-vetted,All ambitions pooled,R10AFRICA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,70,2.0571660854687925
SCI-vetted,All ambitions pooled,R10AFRICA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,2.097090849862506
SCI-vetted,All ambitions pooled,R10AFRICA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,70,1.99336242336603
SCI-vetted,All ambitions pooled,R10AFRICA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,0.08378960104398461
SCI-vetted,All ambitions pooled,R10AFRICA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,70,0.06036437398437721
SCI-vetted,All ambitions pooled,R10AFRICA,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,4647.590099380352
SCI-vetted,All ambitions pooled,R10AFRICA,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,70,5078.416929999999
SCI-vetted,All ambitions pooled,R10AFRICA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,298.8138130573053
SCI-vetted,All ambitions pooled,R10AFRICA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,70,461.4333634346336
SCI-vetted,All ambitions pooled,R10AFRICA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,69,393.8958170513758
SCI-vetted,All ambitions pooled,R10AFRICA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,70,534.7539886349987
SCI-vetted,All ambitions pooled,R10AFRICA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,69,396.4754880085231
SCI-vetted,All ambitions pooled,R10AFRICA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,70,539.5434538460627
SCI-vetted,All ambitions pooled,R10CHINA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,7.027831928182935
SCI-vetted,All ambitions pooled,R10CHINA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,70,4.807168183298786
SCI-vetted,All ambitions pooled,R10CHINA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,5.380758285138617
SCI-vetted,All ambitions pooled,R10CHINA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,70,4.903152313442606
SCI-vetted,All ambitions pooled,R10CHINA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,1.0436056925698227
SCI-vetted,All ambitions pooled,R10CHINA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,70,0.8577255823908989
SCI-vetted,All ambitions pooled,R10CHINA+,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,13924.13547227362
SCI-vetted,All ambitions pooled,R10CHINA+,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,70,16066.749450155914
SCI-vetted,All ambitions pooled,R10CHINA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,129.51450429911162
SCI-vetted,All ambitions pooled,R10CHINA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,70,254.55085128014895
SCI-vetted,All ambitions pooled,R10CHINA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,69,421.0262958961997
SCI-vetted,All ambitions pooled,R10CHINA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,70,397.62806513218504
SCI-vetted,All ambitions pooled,R10CHINA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,69,428.0851608492609
SCI-vetted,All ambitions pooled,R10CHINA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,70,403.57953019030464
SCI-vetted,All ambitions pooled,R10EUROPE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,4.402069953617406
SCI-vetted,All ambitions pooled,R10EUROPE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,70,4.003941879822474
SCI-vetted,All ambitions pooled,R10EUROPE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,2.3953164788667873
SCI-vetted,All ambitions pooled,R10EUROPE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,70,2.194112021047448
SCI-vetted,All ambitions pooled,R10EUROPE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,0.5158574195526433
SCI-vetted,All ambitions pooled,R10EUROPE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,70,0.30255275275707727
SCI-vetted,All ambitions pooled,R10EUROPE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,7252.013801904768
SCI-vetted,All ambitions pooled,R10EUROPE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,70,7614.758357885
SCI-vetted,All ambitions pooled,R10EUROPE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,68.09629480655022
SCI-vetted,All ambitions pooled,R10EUROPE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,70,125.72242070010563
SCI-vetted,All ambitions pooled,R10EUROPE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,69,185.3951341865672
SCI-vetted,All ambitions pooled,R10EUROPE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,70,167.04202397045208
SCI-vetted,All ambitions pooled,R10EUROPE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,69,189.79244409759318
SCI-vetted,All ambitions pooled,R10EUROPE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,70,171.3940310049793
SCI-vetted,All ambitions pooled,R10INDIA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,3.7979939528469275
SCI-vetted,All ambitions pooled,R10INDIA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,70,3.4868442591084916
SCI-vetted,All ambitions pooled,R10INDIA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,4.265317776486289
SCI-vetted,All ambitions pooled,R10INDIA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,70,3.8643906624345554
SCI-vetted,All ambitions pooled,R10INDIA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,0.265386143093136
SCI-vetted,All ambitions pooled,R10INDIA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,70,0.16883712673573456
SCI-vetted,All ambitions pooled,R10INDIA+,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,10490.022064678662
SCI-vetted,All ambitions pooled,R10INDIA+,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,70,9188.518269085
SCI-vetted,All ambitions pooled,R10INDIA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,281.93487124792773
SCI-vetted,All ambitions pooled,R10INDIA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,70,450.12326693550443
SCI-vetted,All ambitions pooled,R10INDIA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,69,440.19430224834724
SCI-vetted,All ambitions pooled,R10INDIA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,70,533.5375810276868
SCI-vetted,All ambitions pooled,R10INDIA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,69,444.4447839936732
SCI-vetted,All ambitions pooled,R10INDIA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,70,536.7566796088669
SCI-vetted,All ambitions pooled,R10LATIN_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,6.146716636285307
SCI-vetted,All ambitions pooled,R10LATIN_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,70,8.443167943907735
SCI-vetted,All ambitions pooled,R10LATIN_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,3.087426009936789
SCI-vetted,All ambitions pooled,R10LATIN_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,70,4.436097537484327
SCI-vetted,All ambitions pooled,R10LATIN_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,0.19826340224744343
SCI-vetted,All ambitions pooled,R10LATIN_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,70,0.13410836227635536
SCI-vetted,All ambitions pooled,R10LATIN_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,3233.997007603757
SCI-vetted,All ambitions pooled,R10LATIN_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,70,4770.558944325001
SCI-vetted,All ambitions pooled,R10LATIN_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,174.21171064479032
SCI-vetted,All ambitions pooled,R10LATIN_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,70,291.28524614828757
SCI-vetted,All ambitions pooled,R10LATIN_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,69,323.75232921611865
SCI-vetted,All ambitions pooled,R10LATIN_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,70,433.25115530801446
SCI-vetted,All ambitions pooled,R10LATIN_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,69,329.76200935266274
SCI-vetted,All ambitions pooled,R10LATIN_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,70,441.3287012406232
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,2.759372480626375
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,70,6.905958859326898
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,1.7997655555019991
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,70,4.230210579600292
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,0.055891647096287946
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,70,0.02263194684048734
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,2238.2663038939886
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,70,7343.314015170452
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,129.53417894780503
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,70,510.28158016265365
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,69,241.66587625833506
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,70,554.034290736261
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,69,244.41630035043428
SCI-vetted,All ambitions pooled,R10MIDDLE_EAST,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,70,561.4888070496086
SCI-vetted,All ambitions pooled,R10NORTH_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,5.625373425723136
SCI-vetted,All ambitions pooled,R10NORTH_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,70,8.957199069240165
SCI-vetted,All ambitions pooled,R10NORTH_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,3.056648458045309
SCI-vetted,All ambitions pooled,R10NORTH_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,70,4.976385072161444
SCI-vetted,All ambitions pooled,R10NORTH_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,0.06870631778186
SCI-vetted,All ambitions pooled,R10NORTH_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,70,0.06366934416454163
SCI-vetted,All ambitions pooled,R10NORTH_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,5104.518409050908
SCI-vetted,All ambitions pooled,R10NORTH_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,70,10277.80259756881
SCI-vetted,All ambitions pooled,R10NORTH_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,97.66628287873552
SCI-vetted,All ambitions pooled,R10NORTH_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,70,238.1544412677311
SCI-vetted,All ambitions pooled,R10NORTH_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,69,221.67421624200523
SCI-vetted,All ambitions pooled,R10NORTH_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,70,357.8910953087933
SCI-vetted,All ambitions pooled,R10NORTH_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,69,227.5289546752696
SCI-vetted,All ambitions pooled,R10NORTH_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,70,368.6558905004988
SCI-vetted,All ambitions pooled,R10PAC_OECD,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,6.275892254611009
SCI-vetted,All ambitions pooled,R10PAC_OECD,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,69,5.535751729549291
SCI-vetted,All ambitions pooled,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,2.5269408321164595
SCI-vetted,All ambitions pooled,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,69,2.0167673102542554
SCI-vetted,All ambitions pooled,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,0.6418999016160338
SCI-vetted,All ambitions pooled,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,69,0.46128938720421236
SCI-vetted,All ambitions pooled,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,2392.1991525404155
SCI-vetted,All ambitions pooled,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,69,1824.0803427791384
SCI-vetted,All ambitions pooled,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,146.68233299166022
SCI-vetted,All ambitions pooled,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,69,129.2631765558164
SCI-vetted,All ambitions pooled,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,69,281.8075545226809
SCI-vetted,All ambitions pooled,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,69,232.9377771183036
SCI-vetted,All ambitions pooled,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,69,288.075135654661
SCI-vetted,All ambitions pooled,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,69,238.2296176008751
SCI-vetted,All ambitions pooled,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,69,17.651014296136072
SCI-vetted,All ambitions pooled,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,70,25.237967328071136
SCI-vetted,All ambitions pooled,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,69,7.431310725881915
SCI-vetted,All ambitions pooled,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,70,9.9911717118445509
SCI-vetted,All ambitions pooled,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,69,1.4801648479928384
SCI-vetted,All ambitions pooled,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,70,1.3162866261942057
SCI-vetted,All ambitions pooled,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,69,1982.0181548584253
SCI-vetted,All ambitions pooled,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,70,3358.447612054002
SCI-vetted,All ambitions pooled,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,69,297.82712637547445
SCI-vetted,All ambitions pooled,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,70,906.9997285918662
