database,ambition_view,Region,model_family,metric,label,unit,n_High-CMT,n_High-RE,median_High-CMT,median_High-RE,comparable,robust_3_per_arm,raw_difference_high_re_minus_high_cmt,favours_more_employment
Full,2C,R10AFRICA,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,165,NA,859.1023162510386,FALSE,FALSE,NA,NA
Full,2C,R10AFRICA,TIAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",12,0,0.15358224999600967,NA,FALSE,FALSE,NA,NA
Full,2C,R10AFRICA,TIAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",12,0,0.43550670421988547,NA,FALSE,FALSE,NA,NA
Full,2C,R10AFRICA,TIAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",12,0,0,NA,FALSE,FALSE,NA,NA
Full,2C,R10AFRICA,TIAM,inferred_retirements_GW,Inferred retired capacity,GW,12,0,1316.9416941837612,NA,FALSE,FALSE,NA,NA
Full,2C,R10AFRICA,TIAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",12,0,50.32592827649492,NA,FALSE,FALSE,NA,NA
Full,2C,R10AFRICA,TIAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",12,0,51.73139806508661,NA,FALSE,FALSE,NA,NA
Full,2C,R10AFRICA,TIAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",12,0,51.858259836517064,NA,FALSE,FALSE,NA,NA
Full,2C,R10AFRICA,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",2,16,1.9516969010444205,0.6033672085583468,TRUE,FALSE,-1.3483296924860737,High-CMT
Full,2C,R10AFRICA,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",2,16,1.836623008166352,0.6892076913405921,TRUE,FALSE,-1.14741531682576,High-CMT
Full,2C,R10AFRICA,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",2,16,0.10147385486631738,0.0432762802232867,TRUE,FALSE,-0.05819757464303068,High-CMT
Full,2C,R10AFRICA,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,2,16,3893.913188312611,437.8324046536601,TRUE,FALSE,-3456.080783658951,High-CMT
Full,2C,R10AFRICA,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",2,16,148.2012133510665,520.2958272976829,TRUE,FALSE,372.0946139466164,High-RE
Full,2C,R10AFRICA,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",2,16,187.6345938192896,543.5560562732376,TRUE,FALSE,355.921462453948,High-RE
Full,2C,R10AFRICA,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",2,16,189.58629072033398,543.799956464167,TRUE,FALSE,354.2136657438331,High-RE
Full,2C,R10CHINA+,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",20,11,9.751794387922931,2.825921961865905,TRUE,TRUE,-6.925872426057026,High-CMT
Full,2C,R10CHINA+,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",20,11,10.233656937195983,1.7546637718780855,TRUE,TRUE,-8.478993165317897,High-CMT
Full,2C,R10CHINA+,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",20,11,1.3685179144693254,0.9753044186812895,TRUE,TRUE,-0.3932134957880359,High-CMT
Full,2C,R10CHINA+,AIM,inferred_retirements_GW,Inferred retired capacity,GW,20,11,25744.66534,2919.8927,TRUE,TRUE,-22824.77264,High-CMT
Full,2C,R10CHINA+,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",20,11,299.67941267749273,179.02453169045333,TRUE,TRUE,-120.6548809870394,High-CMT
Full,2C,R10CHINA+,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",20,11,662.0388416467425,539.0114809727495,TRUE,TRUE,-123.02736067399303,High-CMT
Full,2C,R10CHINA+,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",20,11,671.8126994261942,541.3213443662719,TRUE,TRUE,-130.49135505992228,High-CMT
Full,2C,R10CHINA+,COFFEE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,8,NA,1.3773635026650788,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,COFFEE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,8,NA,1.185942883180009,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,COFFEE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,8,NA,0.561455381154549,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,COFFEE,inferred_retirements_GW,Inferred retired capacity,GW,0,8,NA,1645.2889998250007,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,COFFEE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,8,NA,276.78233581195065,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,COFFEE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,8,NA,321.1745862350009,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,COFFEE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,8,NA,322.54766038757487,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",3,4,8.290543150877662,7.741516848199916,TRUE,TRUE,-0.5490263026777455,High-CMT
Full,2C,R10CHINA+,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",3,4,14.282170511439233,4.798580270808076,TRUE,TRUE,-9.483590240631157,High-CMT
Full,2C,R10CHINA+,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",3,4,1.175890303217314,0.9277516357550667,TRUE,TRUE,-0.24813866746224733,High-CMT
Full,2C,R10CHINA+,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,3,4,14736.966414050328,18182.283117102073,TRUE,TRUE,3445.316703051745,High-RE
Full,2C,R10CHINA+,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",3,4,110.5014074737362,258.75609492509085,TRUE,TRUE,148.25468745135464,High-RE
Full,2C,R10CHINA+,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",3,4,295.40420460075103,368.797542584284,TRUE,TRUE,73.39333798353294,High-RE
Full,2C,R10CHINA+,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",3,4,303.6828763720639,376.61387244297237,TRUE,TRUE,72.93099607090846,High-RE
Full,2C,R10CHINA+,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",48,2,3.1184581295733658,7.919841669779117,TRUE,FALSE,4.801383540205752,High-RE
Full,2C,R10CHINA+,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",48,2,2.814992113493276,5.457616930196767,TRUE,FALSE,2.6426248167034916,High-RE
Full,2C,R10CHINA+,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",48,2,0.8582722587576441,1.0957900326482648,TRUE,FALSE,0.23751777389062068,High-RE
Full,2C,R10CHINA+,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,48,2,5306.790041244231,17738.53767464125,TRUE,FALSE,12431.747633397019,High-RE
Full,2C,R10CHINA+,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",48,2,53.25429405553119,156.60304450755353,TRUE,FALSE,103.34875045202234,High-RE
Full,2C,R10CHINA+,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",48,2,237.89198638498476,390.53867962355685,TRUE,FALSE,152.64669323857208,High-RE
Full,2C,R10CHINA+,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",48,2,240.72394844476383,398.45852129333593,TRUE,FALSE,157.7345728485721,High-RE
Full,2C,R10CHINA+,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",74,24,1.7240183900590382,1.9028313336721214,TRUE,TRUE,0.1788129436130832,High-RE
Full,2C,R10CHINA+,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",74,24,1.0969038258109134,1.1355946121234275,TRUE,TRUE,0.0386907863125141,High-RE
Full,2C,R10CHINA+,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",74,24,0.6843300514954931,0.6825189371846107,TRUE,TRUE,-0.0018111143108824335,High-CMT
Full,2C,R10CHINA+,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,74,24,1632.1141394412584,1853.2344558399407,TRUE,TRUE,221.12031639868223,High-RE
Full,2C,R10CHINA+,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",74,24,114.5192620227682,144.2813500305936,TRUE,TRUE,29.762088007825383,High-RE
Full,2C,R10CHINA+,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",74,24,218.69063475915266,237.53379731591696,TRUE,TRUE,18.843162556764298,High-RE
Full,2C,R10CHINA+,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",74,24,220.35430213513936,239.45835381828095,TRUE,TRUE,19.10405168314159,High-RE
Full,2C,R10CHINA+,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",56,8,7.4704397474165045,3.987684069800729,TRUE,TRUE,-3.4827556776157755,High-CMT
Full,2C,R10CHINA+,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",56,8,5.879497486855482,3.2843186325905886,TRUE,TRUE,-2.5951788542648933,High-CMT
Full,2C,R10CHINA+,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",56,8,1.0933761121903645,0.9143313964471891,TRUE,TRUE,-0.17904471574317538,High-CMT
Full,2C,R10CHINA+,POLES,inferred_retirements_GW,Inferred retired capacity,GW,56,8,14788.5040433293,5997.0717833063045,TRUE,TRUE,-8791.432260022995,High-CMT
Full,2C,R10CHINA+,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",56,8,166.16414450054867,158.0723211284954,TRUE,TRUE,-8.091823372053284,High-CMT
Full,2C,R10CHINA+,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",56,8,433.0188337448485,518.3302785847723,TRUE,TRUE,85.31144483992375,High-RE
Full,2C,R10CHINA+,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",56,8,440.3950623592636,522.2827028399838,TRUE,TRUE,81.88764048072022,High-RE
Full,2C,R10CHINA+,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,165,NA,5.441697904266213,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,165,NA,4.975735146818143,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,165,NA,0.6210464627751564,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,0,165,NA,15823.337009999997,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,165,NA,288.67306325049003,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,165,NA,381.64279720673625,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,165,NA,386.95580472217557,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,TIAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",12,0,1.2507300221941509,NA,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,TIAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",12,0,2.7767118550767114,NA,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,TIAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",12,0,0.009547789416359684,NA,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,TIAM,inferred_retirements_GW,Inferred retired capacity,GW,12,0,6391.637656124156,NA,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,TIAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",12,0,157.2263514974771,NA,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,TIAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",12,0,176.95509297455783,NA,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,TIAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",12,0,178.23220766875704,NA,FALSE,FALSE,NA,NA
Full,2C,R10CHINA+,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",2,16,4.217215752326852,2.526057273821626,TRUE,FALSE,-1.6911584785052258,High-CMT
Full,2C,R10CHINA+,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",2,16,6.282098910640247,1.602341253383504,TRUE,FALSE,-4.679757657256744,High-CMT
Full,2C,R10CHINA+,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",2,16,0.6593912666361944,0.6694970594814398,TRUE,FALSE,0.010105792845245376,High-RE
Full,2C,R10CHINA+,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,2,16,13618.951056767386,4210.210425298617,TRUE,FALSE,-9408.740631468769,High-CMT
Full,2C,R10CHINA+,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",2,16,240.18755092620566,161.97887807614836,TRUE,FALSE,-78.2086728500573,High-CMT
Full,2C,R10CHINA+,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",2,16,361.3839884180161,277.18537843682986,TRUE,FALSE,-84.19860998118622,High-CMT
Full,2C,R10CHINA+,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",2,16,365.60120417034295,279.52807983253,TRUE,FALSE,-86.07312433781294,High-CMT
Full,2C,R10EUROPE,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",20,11,5.891238308119043,1.0744287262182382,TRUE,TRUE,-4.816809581900804,High-CMT
Full,2C,R10EUROPE,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",20,11,4.074047142289649,0.4071190483749662,TRUE,TRUE,-3.6669280939146827,High-CMT
Full,2C,R10EUROPE,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",20,11,0.337188429607464,0.3281694225696081,TRUE,TRUE,-0.009019007037855853,High-CMT
Full,2C,R10EUROPE,AIM,inferred_retirements_GW,Inferred retired capacity,GW,20,11,7800.637140000001,1026.9378000000004,TRUE,TRUE,-6773.69934,High-CMT
Full,2C,R10EUROPE,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",20,11,87.6433700602017,104.21386587578789,TRUE,TRUE,16.570495815586185,High-RE
Full,2C,R10EUROPE,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",20,11,260.75934908571946,256.493021983876,TRUE,TRUE,-4.266327101843444,High-CMT
Full,2C,R10EUROPE,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",20,11,266.61969300080955,257.2476554703245,TRUE,TRUE,-9.372037530485045,High-CMT
Full,2C,R10EUROPE,COFFEE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,8,NA,1.155520973644383,FALSE,FALSE,NA,NA
Full,2C,R10EUROPE,COFFEE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,8,NA,0.42462765627786003,FALSE,FALSE,NA,NA
Full,2C,R10EUROPE,COFFEE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,8,NA,0.5298929735674018,FALSE,FALSE,NA,NA
Full,2C,R10EUROPE,COFFEE,inferred_retirements_GW,Inferred retired capacity,GW,0,8,NA,887.4479495000005,FALSE,FALSE,NA,NA
Full,2C,R10EUROPE,COFFEE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,8,NA,160.0152032533711,FALSE,FALSE,NA,NA
Full,2C,R10EUROPE,COFFEE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,8,NA,228.84388488626865,FALSE,FALSE,NA,NA
Full,2C,R10EUROPE,COFFEE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,8,NA,230.1498973397804,FALSE,FALSE,NA,NA
Full,2C,R10EUROPE,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",3,4,6.754769748628243,5.568144126576347,TRUE,TRUE,-1.1866256220518965,High-CMT
Full,2C,R10EUROPE,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",3,4,3.9167685497250884,2.65903316207015,TRUE,TRUE,-1.2577353876549382,High-CMT
Full,2C,R10EUROPE,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",3,4,0.4839092405812211,0.32345355246610547,TRUE,TRUE,-0.16045568811511562,High-CMT
Full,2C,R10EUROPE,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,3,4,10176.494835453075,9611.475529549267,TRUE,TRUE,-565.0193059038083,High-CMT
Full,2C,R10EUROPE,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",3,4,145.25228039358169,141.88413270832766,TRUE,TRUE,-3.36814768525403,High-CMT
Full,2C,R10EUROPE,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",3,4,239.3730221976937,197.69320496639565,TRUE,TRUE,-41.679817231298045,High-CMT
Full,2C,R10EUROPE,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",3,4,245.99541141446437,203.2426676054042,TRUE,TRUE,-42.75274380906018,High-CMT
Full,2C,R10EUROPE,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",48,2,2.7433389115965627,4.667103817811374,TRUE,FALSE,1.9237649062148114,High-RE
Full,2C,R10EUROPE,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",48,2,1.7156239831056403,1.9334846671989818,TRUE,FALSE,0.21786068409334147,High-RE
Full,2C,R10EUROPE,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",48,2,0.6454454226336679,1.0527249267451313,TRUE,FALSE,0.4072795041114634,High-RE
Full,2C,R10EUROPE,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,48,2,3306.4848751917825,6109.285218072184,TRUE,FALSE,2802.8003428804013,High-RE
Full,2C,R10EUROPE,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",48,2,10.792516430315573,22.6085933626398,TRUE,FALSE,11.81607693232423,High-RE
